name;socr;code;index;gninmb;uno;ocatd;status
Левино;д;3701100005400;155625;3706;;24217840013;0
Линево;д;3701100005500;155624;3706;;24217828009;0
Лодыгино;д;3701100005700;155625;3706;;24217840014;0
Ламаксино;д;3701100005800;155625;3706;;24217840012;0
Ломаксино;д;3701100005803;155625;3706;;24217840012;0
Ломы;д;3701100005900;155623;3706;;24217820006;0
Лужки;д;3701100006000;155611;3706;;24217836007;0
Лукино;д;3701100006100;155610;3706;;24217832008;0
Дорки Малые;с;3701100006200;155611;3706;;24217836004;0
Зимницы Малые;д;3701100006300;155624;3706;;24217824006;0
Майдаково;с;3701100006400;155623;3706;;24217812001;0
Маланьино;д;3701100006500;155620;3706;;24217836008;0
Малиново;д;3701100006600;;3706;;24217824010;0
Матюкино;д;3701100006700;155629;3706;;24217808007;0
Медвежье;д;3701100006800;155612;3706;;24217844008;0
Мелешино;с;3701100006900;155610;3706;;24217836000;0
сдт Мечта;дп;3701100007099;155620;3706;;24217000000;0
Мокеиха;д;3701100007100;155611;3706;;24217836009;0
Морыгино;д;3701100007200;155624;3706;;24217824011;0
Мухино;д;3701100007300;155610;3706;;24217832010;0
Мясниково;д;3701100007400;155624;3706;;24217824012;0
сдт Набережное;дп;3701100007599;155620;3706;;24217551000;0
сдт Надежда;дп;3701100007699;155620;3706;;24217551000;0
Назарьево;д;3701100007700;;3706;;24217824013;0
Никитино;д;3701100007800;155624;3706;;24217824014;0
Никоново;д;3701100007900;155624;3706;;24217824015;0
Новая;д;3701100008000;155611;3706;;24217836010;0
Новоселки;д;3701100008100;155612;3706;;24217844009;0
Овсяницы;д;3701100008200;155629;3706;;24217808001;0
Окульцево;д;3701100008300;155628;3706;;24217828010;0
Олесово;д;3701100008400;155620;3706;;24217844010;0
Онучево;д;3701100008500;155624;3706;;24217824016;0
Осиновец;д;3701100008600;155623;3706;;24217820007;0
Паново;д;3701100008700;155624;3706;;24217824001;0
Пахотино;д;3701100008800;155629;3706;;24217808008;0
Пеньки;д;3701100008900;155628;3706;;24217828001;0
Пестово;д;3701100009000;155624;3706;;24217824017;0
Пестово;д;3701100009100;;3706;;24217844011;0
Петрово;д;3701100009200;155628;3706;;24217828011;0
Поддорожново;д;3701100009300;155623;3706;;24217812003;0
Подлесново;д;3701100009400;155625;3706;;24217840016;0
Подолино;с;3701100009500;155610;3706;;24217832001;0
Помогалово;с;3701100009600;155625;3706;;24217840017;0
Понькино;д;3701100009700;155611;3706;;24217836011;0
Потанино;д;3701100009800;155611;3706;;24217836012;0
Починок;д;3701100009900;155628;3706;;24217828012;0
Привалье;д;3701100010000;155628;3706;;24217828013;0
Прудово;д;3701100010100;155610;3706;;24217832011;0
Раменье;д;3701100010200;155611;3706;;24217836001;0
Роглово;д;3701100010300;155629;3706;;24217808011;0
сдт Родник;дп;3701100010499;155620;3706;;24217551000;0
Рудильницы;д;3701100010500;155629;3706;;24217808012;0
Рыбино;д;3701100010600;155628;3706;;24217828014;0
Сакулино;с;3701100010700;155625;3706;;24217840001;0
Свергино;д;3701100010800;155620;3706;;24217551002;0
Сергеево;д;3701100010900;155620;3706;;24217832012;0
Смертино;д;3701100011000;155620;3706;;24217844012;0
Соймицы;с;3701100011100;155628;3706;;24217828015;0
Спас-Шелутино;с;3701100011200;155628;3706;;24217828016;0
Теличново;д;3701100011300;155623;3706;;24217820001;0
Теплово;д;3701100011400;155623;3706;;24217820009;0
Терехово;д;3701100011500;155625;3706;;24217840018;0
Тименка;с;3701100011600;155612;3706;;24217844001;0
сдт Труд;дп;3701100011799;155620;3706;;24217551000;0
Углецы;д;3701100011800;155625;3706;;24217840019;0
Ульяниха;д;3701100011900;155624;3706;;24217828017;0
Фалюшино;д;3701100012000;155625;3706;;24217840020;0
Федуриха;д;3701100012100;155625;3706;;24217840021;0
Фомино;д;3701100012200;155610;3706;;24217832013;0
Фурово;д;3701100012300;155620;3706;;24217844013;0
Хмельники;д;3701100012400;155612;3706;;24217844014;0
Хотеново;д;3701100012600;155625;3706;;24217840022;0
Хрулево;д;3701100012700;155612;3706;;24217844015;0
сдт Черемушки;дп;3701100012899;155620;3706;;24217551000;0
Шалимово;д;3701100012900;155629;3706;;24217808013;0
Шоготово;д;3701100013000;155625;3706;;24217840023;0
Шолохово;д;3701100013100;155624;3706;;24217824019;0
Щавьево;д;3701100013200;155623;3706;;24217812004;0
Юркино;д;3701100013300;155628;3706;;24217828018;0
Яковлево;д;3701100013400;155628;3706;;24217828019;0
Яркино;д;3701100013599;155625;3706;;24217840024;0
Погорелка;д;3701100013600;155623;3706;;24217820008;0
Пестяковский;р-н;3701200000000;;3706;;24219000000;0
Пестяки;п;3701200000100;;3706;;24219551000;1
Алексеевка;д;3701200000200;155650;3706;;24219840011;0
Алехино;д;3701200000300;155654;3706;;24219816003;0
Андреиха;д;3701200000400;155650;3706;;24219812003;0
Анисимово;д;3701200000500;155650;3706;;24219812002;0
Безданное;д;3701200000600;155650;3706;;24219848060;0
Беклемищи;с;3701200000700;155650;3706;;24219812001;0
Белая Рамень;д;3701200000800;155654;3706;;24219816004;0
Болобино;д;3701200000900;155650;3706;;24219848023;0
Борисово;д;3701200001000;155650;3706;;24219848024;0
Брюхатово;д;3701200001100;155659;3706;;24219848025;0
Быково;д;3701200001200;155650;3706;;24219848026;0
Вашеевская;д;3701200001300;155663;3706;;24219848027;0
Вашкино;д;3701200001400;;3706;;24219840012;0
Вербино;д;3701200001500;155650;3706;;24219848002;0
Верещагино;д;3701200001600;155655;3706;;24219840002;0
Волково;д;3701200001700;155663;3706;;24219844003;0
Воронята;д;3701200001800;155650;3706;;24219848028;0
Гаврилищи;д;3701200001900;;3706;;24219840013;0
Галашово;д;3701200002000;155650;3706;;24219848003;0
Гогино;д;3701200002100;155650;3706;;24219848004;0
Гомозята;д;3701200002200;155650;3706;;24219848029;0
Гамозята;д;3701200002201;155650;3720;;24219864008;0
Грачево;д;3701200002300;155659;3706;;24219848030;0
Давыдово;д;3701200002400;155650;3706;;24219848005;0
Даниловская;д;3701200002500;155663;3706;;24219844004;0
Деменино;д;3701200002600;155650;3706;;24219848006;0
Демидово;с;3701200002700;155667;3706;;24219816001;0
Демидово;п;3701200002701;155647;3720;;24219816001;0
Демидово;д;3701200002800;155663;3706;;24219844005;0
Дубовичье;д;3701200002900;155663;3706;;24219844020;0
Дубовичье;п;3701200002901;155667;3720;;24219816002;0
Емельяново;д;3701200003000;155663;3706;;24219844006;0
Еремята;д;3701200003100;155659;3706;;24219848032;0
Есипово;д;3701200003200;155663;3706;;24219848033;0
Жабки;д;3701200003300;155659;3706;;24219848034;0
Зарубино;д;3701200003400;155650;3706;;24219848035;0
Зубариха;д;3701200003500;155663;3706;;24219844007;0
Иваново;д;3701200003600;155650;3706;;24219840015;0
Игошино;д;3701200003700;155650;3706;;24219848007;0
Иевино;д;3701200003800;155650;3706;;24219848036;0
Карпово;д;3701200003900;155654;3706;;24219816006;0
Керегино;д;3701200004000;155650;3706;;24219848008;0
Кленки;д;3701200004100;155663;3706;;24219844009;0
Козлиха;д;3701200004200;155650;3706;;24219840016;0
Кокуша;д;3701200004300;155659;3706;;24219848037;0
Колобята;д;3701200004400;;3706;;24219848038;0
Конашино;д;3701200004500;155650;3706;;24219812008;0
Копань;д;3701200004600;155654;3706;;24219816007;0
Котрохово;д;3701200004700;155663;3706;;24219844008;0
Крутиково;д;3701200004800;155650;3706;;24219848009;0
Круты;д;3701200004900;;3706;;24219812009;0
Кузьминка;д;3701200005000;155650;3706;;24219812010;0
Курмыш;д;3701200005100;155650;3706;;24219812011;0
Лаврушкино;д;3701200005200;;3706;;24219812012;0
Лариковка;д;3701200005300;155650;3706;;24219848039;0
Лоханино;д;3701200005400;155659;3706;;24219848040;0
Луканино;д;3701200005500;;3706;;24219848041;0
Луполово;д;3701200005600;155655;3706;;24219840004;0
Лыткино;д;3701200005700;155650;3706;;24219848042;0
Макарово;д;3701200005800;155655;3706;;24219840006;0
Малахово;д;3701200005900;155654;3706;;24219816009;0
Марамоново;д;3701200006000;155663;3706;;24219844010;0
Матюгино;д;3701200006100;155650;3706;;24219848011;0
Мешалкино;д;3701200006200;155650;3706;;24219848043;0
Митька;д;3701200006300;155650;3706;;24219848012;0
Михайловская;д;3701200006400;155650;3706;;24219840017;0
Мордвиново;д;3701200006500;155650;3706;;24219840018;0
Неверово-Слобода;д;3701200006600;155655;3706;;24219840001;0
Нижний Ландех;с;3701200006700;155663;3706;;24219844001;0
Никулино;с;3701200006800;;3706;;24219840019;0
Никулино;д;3701200006801;155657;3720;;24219832010;0
Ново;д;3701200006900;155650;3706;;24219848044;0
Ново;д;3701200007000;155659;3706;;24219848045;0
Ново-Ивановская;д;3701200007100;155650;3706;;24219812013;0
Новоивановская;д;3701200007101;155652;3720;;24219812013;0
Осинки;д;3701200007300;;3706;;24219840020;0
Палагино;д;3701200007400;155654;3706;;24219816010;0
Панино;д;3701200007500;155650;3706;;24219840021;0
Паршино;д;3701200007600;155650;3706;;24219812014;0
Патреево Большое;д;3701200007700;155650;3706;;24219848013;0
Патреево;д;3701200007701;155650;3720;;24219848013;0
Петрушино;д;3701200007900;155663;3706;;24219844013;0
Пиманово;д;3701200008000;155654;3706;;24219816011;0
Погорелка;д;3701200008100;;3706;;24219848046;0
Поляково;д;3701200008200;155650;3706;;24219848047;0
Порошино;д;3701200008300;155654;3706;;24219816012;0
Потанино;д;3701200008400;;3706;;24219848014;0
Похмелино;д;3701200008500;155650;3706;;24219812015;0
Прудки;д;3701200008600;155650;3706;;24219848015;0
Железнодорожной станции Луполово;д;3701200008700;;3706;;24219840005;0
Луполово;рзд;3701200008701;155655;3720;;24219840005;0
Родино;д;3701200008800;155650;3706;;24219848016;0
Романово;д;3701200008900;155663;3706;;24219844014;0
Рыково;д;3701200009000;155650;3706;;24219840022;0
Самолюбово;д;3701200009100;155659;3706;;24219848048;0
Сезух;д;3701200009200;155650;3706;;24219840008;0
Сезух;п;3701200009201;155656;3720;;24219840008;0
Семеново;д;3701200009300;155659;3706;;24219848050;0
Сердечково;д;3701200009499;155654;3720;;24219852012;0
Скоба;д;3701200009500;155659;3706;;24219848051;0
Саловарово;д;3701200009700;155659;3706;;24219848049;0
Соловарово;д;3701200009701;155659;3720;;24219868016;0
Сорокино;д;3701200009800;155650;3706;;24219848017;0
Станки;д;3701200009900;155650;3706;;24219812016;0
Стрелка Большая;д;3701200010000;155650;3706;;24219812017;0
Стрелка;д;3701200010001;155650;3720;;24219812017;0
Струнята;д;3701200010100;155650;3706;;24219848052;0
Сурки;д;3701200010200;155659;3706;;24219848053;0
Терехино;д;3701200010300;155650;3706;;24219848018;0
Тимагино;д;3701200010400;155650;3706;;24219848054;0
Тимино;д;3701200010500;155650;3706;;24219848055;0
Трухино;д;3701200010600;155650;3706;;24219848056;0
Утка;д;3701200010700;155659;3706;;24219848057;0
Ушево;д;3701200010800;;3706;;24219840023;0
Федоровка;д;3701200010900;155650;3706;;24219812018;0
Филенково Первое;д;3701200011000;155655;3706;;24219840009;0
Филенково 1-е;д;3701200011003;155655;3720;;24219840009;0
Филенково Второе;д;3701200011100;155655;3706;;24219840010;0
Филенково 2-е;д;3701200011103;155655;3720;;24219840010;0
Филята;д;3701200011200;;3706;;24219848058;0
Ханеевка;д;3701200011300;155654;3706;;24219816013;0
Худяково;д;3701200011400;155650;3706;;24219812019;0
Черепово;д;3701200011500;155650;3706;;24219848019;0
Черновская;д;3701200011600;155650;3706;;24219848020;0
Чуркино;д;3701200011700;155663;3706;;24219844016;0
Шалаево;д;3701200011800;155659;3706;;24219848059;0
Шалганово;д;3701200011900;155650;3706;;24219840024;0
Шестаково;д;3701200012000;155650;3706;;24219848021;0
Шихири;д;3701200012100;155650;3706;;24219840025;0
Шлыково;д;3701200012200;155650;3706;;24219844018;0
Щербинино;д;3701200012300;155663;3706;;24219844019;0
Якушево;д;3701200012400;155650;3706;;24219840026;0
Новое Грибово;д;3701200012500;155650;3706;;24219840014;0
Григино;д;3701200012600;155650;3706;;24219812006;0
Крупниково;д;3701200012700;155654;3706;;24219816008;0
Георгиевское;д;3701200012800;155654;3706;;24219816005;0
Георгиевская;д;3701200012803;155654;3720;;24219816005;0
Мугреевский Бор;п;3701200012900;606091;3706;;24219840000;0
Мугреевский Бор;д;3701200012902;606091;3720;;24219840000;0
Шиловская;д;3701200013000;155663;3706;;24219844017;0
Васьково;д;3701200013100;155663;3706;;24219844002;0
Гуркино;д;3701200013200;155659;3706;;24219848031;0
Пурешка;д;3701200013700;155655;3706;;24219840007;0
Першино;д;3701200013800;155663;3706;;24219844012;0
Малеево;д;3701200013900;155650;3706;;24219848010;0
Шеята;д;3701200014000;155650;3706;;24219848022;0
Старый Сезух;д;3701200014100;155650;3706;;24219840000;0
Приволжский;р-н;3701300000000;155550;3705;;24220000000;0
Ананенка;д;3701300000299;155571;3705;;24220804002;0
Андреевское;д;3701300000300;;3705;;24220816002;0
Андреевское;с;3701300000302;155553;3705;;24220816002;0
Анненское;д;3701300000400;155563;3705;;24220840014;0
Антоново;д;3701300000500;155571;3705;;24220834014;0
Анфимово;д;3701300000699;155553;3705;;24220000000;0
Барашово;д;3701300000700;155562;3705;;24220816025;0
Благинино;д;3701300000800;155554;3705;;24220840015;0
Борисково;д;3701300000900;155550;3705;;24220816003;0
Бродки;д;3701300001000;155571;3705;;24220834015;0
Ванино;д;3701300001199;155571;3705;;24220804005;0
Василево;д;3701300001200;;3705;;24220816004;0
Васильевское;д;3701300001300;155553;3705;;24220816005;0
Васильчинино;с;3701300001400;155563;3705;;24220840002;0
Васильчинино;д;3701300001402;155563;3705;;24220840002;0
Васькин Поток;д;3701300001500;155553;3705;;24220816006;0
Выголово;д;3701300001600;;3705;;24220504002;0
Георгиевское;с;3701300001700;155550;3705;;24220834002;0
Горки-Чириковы;с;3701300001800;155571;3705;;24220834017;0
Горки;д;3701300001900;155550;3705;;24220834003;0
Горшково;д;3701300002000;155566;3705;;24220504024;0
Григорево;д;3701300002199;155557;3705;;24220834004;0
Грязки;д;3701300002200;155563;3705;;24220840003;0
Данилково;д;3701300002300;155562;3705;;24220816026;0
Драчево;д;3701300002400;155563;3705;;24220840004;0
Дудкино;д;3701300002500;155550;3705;;24220816007;0
Еропкино;с;3701300002600;155550;3705;;24220834005;0
Ивановское;с;3701300002700;155561;3705;;24220816027;0
Ивашково;д;3701300002800;155550;3705;;24220504003;0
Иголково;д;3701300002900;155557;3705;;24220834006;0
Ильицыно;д;3701300003100;155553;3705;;24220816008;0
Ильицино;д;3701300003102;155553;3705;;24220816008;0
Ингарь;с;3701300003200;155553;3705;;24220816001;0
Карбушево;д;3701300003300;155554;3705;;24220816009;0
Касимовка;д;3701300003400;155555;3705;;24220504004;0
Климово;д;3701300003500;155566;3705;;24220504005;0
Ковалево;д;3701300003600;155554;3705;;24220840016;0
Козлово;д;3701300003700;;3705;;24220504006;0
Колышино;д;3701300003800;;3705;;24220816010;0
Коровино;д;3701300003900;155554;3705;;24220840017;0
Косиково;д;3701300004000;155571;3705;;24220834018;0
Котельницы;д;3701300004100;155571;3705;;24220834019;0
Котельници;д;3701300004102;155571;3705;;24220834019;0
Кочергино;д;3701300004200;155566;3705;;24220504007;0
Красинское;с;3701300004300;155554;3705;;24220816011;0
Кренево;д;3701300004400;155550;3705;;24220504008;0
Куделиха;д;3701300004500;155561;3705;;24220816012;0
Кунестино;с;3701300004600;155562;3705;;24220816028;0
Курочкино;д;3701300004700;155571;3705;;24220834020;0
Лаптиха;д;3701300004800;155571;3705;;24220834021;0
Левашиха;д;3701300004900;155555;3705;;24220504009;0
Лещево;д;3701300005000;155550;3705;;24220816013;0
Лодыгино;д;3701300005100;155563;3705;;24220840006;0
Лосиное;д;3701300005299;155563;3705;;24220000000;0
Макарово;д;3701300005300;155557;3705;;24220834007;0
Кунистино Малое;д;3701300005400;155562;3705;;24220816029;0
Мальцево;д;3701300005500;155566;3705;;24220504010;0
Меленки;д;3701300005600;155571;3705;;24220834022;0
Мелехово;с;3701300005700;155555;3705;;24220816014;0
Мелехово;д;3701300005702;155553;3705;;24220816014;0
Миловка;с;3701300005900;155555;3705;;24220504011;0
Митино;д;3701300006000;155557;3705;;24220834008;0
Михалево;д;3701300006100;155563;3705;;24220840008;0
Неверово;д;3701300006200;155553;3705;;24220816030;0
Неданки;д;3701300006300;155554;3705;;24220816016;0
Новинское;д;3701300006400;155561;3705;;24220816031;0
Новое;с;3701300006500;;3705;;24220834001;0
Ногино;с;3701300006600;155555;3705;;24220504012;0
Обернишино;д;3701300006700;155563;3705;;24220840009;0
Оделево;с;3701300006800;155571;3705;;24220834024;0
Орешки;д;3701300006900;155555;3705;;24220504013;0
Остров;д;3701300007099;155555;3705;;24220835011;0
Парушево;д;3701300007100;155550;3705;;24220834009;0
Пеньки;с;3701300007200;;3705;;24220504014;0
Пеньки;д;3701300007201;155566;3705;;24220504014;0
Перемилово;д;3701300007300;155571;3705;;24220834025;0
Петровское;д;3701300007400;155561;3705;;24220816032;0
Петрунино;д;3701300007500;155571;3705;;24220834026;0
Поверстное;с;3701300007600;155557;3705;;24220834010;0
Поддубново;д;3701300007700;;3705;;24220816018;0
Подъельное;д;3701300007899;155566;3705;;24220000000;0
Полозище;д;3701300008000;155563;3705;;24220840018;0
Полутиха;д;3701300008100;155557;3705;;24220834011;0
Попково;д;3701300008200;155555;3705;;24220504015;0
Поповка;д;3701300008399;155562;3705;;24220824007;0
Поседово;д;3701300008499;155563;3705;;24220846007;0
Прудское;с;3701300008599;155555;3705;;24220000000;0
Режево;д;3701300008600;155557;3705;;24220834012;0
Режово;д;3701300008602;155557;3705;;24220834012;0
Рогачево;д;3701300008700;155553;3705;;24220816019;0
Рождествено;с;3701300008800;155563;3705;;24220840001;0
Русиха;д;3701300008900;155561;3705;;24220816020;0
Рылково;д;3701300009000;155553;3705;;24220816021;0
Рыспаево;д;3701300009100;155561;3705;;24220816022;0
Ряполово;д;3701300009200;155571;3705;;24220834027;0
Сандырево;д;3701300009300;155561;3705;;24220816033;0
Сандырево;с;3701300009302;155561;3705;;24220816033;0
Сараево;с;3701300009400;155563;3705;;24220840010;0
Северцево;с;3701300009500;155555;3705;;24220504016;0
Северцево;п;3701300009501;155555;3705;;24220504016;0
Селиверстово;д;3701300009600;155563;3705;;24220840011;0
Скородумка;д;3701300009700;155566;3705;;24220504017;0
Спасское;д;3701300009800;155555;3705;;24220504018;0
Спасское;с;3701300009801;155555;3705;;24220504018;0
Староалексеевское;д;3701300009999;155562;3705;;24220000000;0
Стафилово;д;3701300010000;155562;3705;;24220816034;0
Столово;д;3701300010100;155561;3705;;24220816035;0
Тарханово;д;3701300010200;155553;3705;;24220816023;0
Татищево;д;3701300010300;155566;3705;;24220504019;0
Толпыгино;с;3701300010400;155561;3705;;24220816036;0
Удиха;д;3701300010500;155571;3705;;24220834028;0
Укладницы;д;3701300010600;155563;3705;;24220840019;0
Утес;с;3701300010700;155566;3705;;24220504020;0
Утес;п;3701300010701;155566;3705;;24220504020;0
Федорище;д;3701300010800;155554;3705;;24220840020;0
Филисово;д;3701300010900;;3705;;24220504021;0
Фроловка;д;3701300011000;155571;3705;;24220834029;0
Храпуново;д;3701300011100;155557;3705;;24220834013;0
Церковное;д;3701300011200;155555;3705;;24220504022;0
Чурилово;д;3701300011399;155555;3705;;24220835017;0
Шаляпино;д;3701300011400;;3705;;24220504023;0
Шаляпино;п;3701300011401;155566;3705;;24220504023;0
Шилово;д;3701300011500;155571;3705;;24220834030;0
Ширяиха;д;3701300011600;155550;3705;;24220816024;0
Шербинино;д;3701300011800;155563;3705;;24220840013;0
Щербинино;д;3701300011802;155563;3705;;24220840013;0
п/л Ленок;нп;3701300011999;155555;3705;;24220000000;0
Мескорицы;д;3701300012000;155571;3705;;24220834023;0
Шолгомошь;д;3701300012100;155563;3705;;24220840012;0
Рождествено;с;3701300012299;155555;3705;;24220000000;0
Максимовка;д;3701300012399;155561;3705;;24220000000;0
Ванино;д;3701300012400;155571;3705;;24220834016;0
Приволжск;г;3701300100000;;3705;;24220506000;1
Плес;г;3701300200000;;3705;;24220504000;0
Пучежский;р-н;3701400000000;155360;3706;;24221000000;0
Адюшкино;д;3701400000300;155384;3706;;24221844035;0
Александрово;д;3701400000400;155371;3706;;24221812009;0
Анисимиха;д;3701400000500;155381;3706;;24221844036;0
Арефинская;д;3701400000700;155381;3706;;24221844037;0
Протасиха Большая;д;3701400000800;155375;3706;;24221816010;0
Большая Протасиха;д;3701400000803;155375;3720;;24221816010;0
Село Большое;д;3701400000900;155362;3706;;24221816015;0
Соколово Большое;д;3701400001000;155376;3706;;24221812035;0
Бакланиха;д;3701400001300;155381;3706;;24221844038;0
Балмышево;д;3701400001400;155373;3706;;24221836002;0
Бараново;д;3701400001600;155376;3706;;24221812010;0
Баскино;д;3701400001700;155372;3706;;24221836031;0
Бедрино;д;3701400001800;155373;3706;;24221836003;0
Безводново;д;3701400001900;155362;3706;;24221816013;0
Безделово;д;3701400002000;155376;3706;;24221812011;0
Безделово;д;3701400002100;;3706;;24221844039;0
Беляево;д;3701400002300;155382;3706;;24221844003;0
Блинново;д;3701400002500;155382;3706;;24221844004;0
Бобры;д;3701400002600;155384;3706;;24221844040;0
Болсово;д;3701400002700;155373;3706;;24221836004;0
Борисенки;д;3701400002800;155362;3706;;24221816014;0
Борисово;д;3701400002900;155376;3706;;24221812012;0
Букино;д;3701400003100;155362;3706;;24221816016;0
Быково;д;3701400003200;155376;3706;;24221812013;0
Гремячево Верхнее;д;3701400003300;155360;3706;;24221816020;0
Вандышиха;д;3701400003400;155381;3706;;24221844041;0
Васильково;д;3701400003500;155381;3706;;24221844042;0
Вахрушиха;д;3701400003700;155382;3706;;24221844005;0
Вербиха;д;3701400003800;155371;3706;;24221816018;0
Верещагино;д;3701400003900;155376;3706;;24221812014;0
Верещагино-Подлесное;д;3701400004000;155376;3706;;24221812015;0
Чабышево Верхнее;д;3701400004100;155381;3706;;24221844086;0
Взглядово;д;3701400004200;155371;3706;;24221816019;0
Волкопялово;д;3701400004300;155372;3706;;24221836032;0
Войново;д;3701400004400;155375;3706;;24221816002;0
Вонявино;д;3701400004500;155382;3706;;24221844006;0
Воронцово;с;3701400004600;155381;3706;;24221844043;0
Вшивково;д;3701400004700;155382;3706;;24221844007;0
Пятница-Высоково;д;3701400004800;155384;3706;;24221844075;0
Пятница-Высоково;с;3701400004802;155384;3720;;24221844075;0
Галашино;д;3701400004900;155373;3706;;24221836005;0
Ганино;д;3701400005000;155384;3706;;24221844044;0
Гари;д;3701400005100;155370;3706;;24221812002;0
Голыгино;д;3701400005500;155376;3706;;24221812016;0
Горбуниха;д;3701400005600;155376;3706;;24221812017;0
Горево;д;3701400005700;155376;3706;;24221812018;0
Горелки;д;3701400005800;155372;3706;;24221836033;0
Горлиха;д;3701400005900;155384;3706;;24221844045;0
Гранино;д;3701400006000;155382;3706;;24221844009;0
Гребениха;д;3701400006100;155382;3706;;24221844010;0
Громылиха;д;3701400006300;155373;3706;;24221836006;0
Губинская;д;3701400006400;155375;3706;;24221816003;0
Гусаринки;д;3701400006500;155375;3706;;24221816009;0
Даньшино;д;3701400006600;155362;3706;;24221816021;0
Двойничиха;д;3701400006700;155372;3706;;24221836034;0
Девкина Гора;д;3701400006800;155360;3706;;24221816022;0
Девкино;д;3701400006900;155370;3706;;24221812003;0
Дедуслово;д;3701400007000;155384;3706;;24221844046;0
Демиха;д;3701400007100;155382;3706;;24221844011;0
Дербино;д;3701400007300;155373;3706;;24221836007;0
Дмитриево Большое;д;3701400007400;155373;3706;;24221836008;0
Большое Дмитриево;д;3701400007401;155373;3720;;24221836008;0
Долгово;д;3701400007500;155384;3706;;24221844047;0
Дроздиха;д;3701400007600;155382;3706;;24221844012;0
Дубново;д;3701400007800;155362;3706;;24221816023;0
Дудино;д;3701400007900;155376;3706;;24221812019;0
Душино;д;3701400008000;155381;3706;;24221844048;0
Дынино;д;3701400008100;155384;3706;;24221844049;0
Дятлиха;д;3701400008200;155360;3706;;24221816024;0
Елино;д;3701400008300;155373;3706;;24221836009;0
Жабрево;д;3701400008400;155382;3706;;24221844013;0
Жуково;д;3701400008500;155372;3706;;24221836035;0
Жуковская;д;3701400008600;155373;3706;;24221836010;0
Заимка;д;3701400008700;155371;3706;;24221816025;0
Зарайское;с;3701400008900;155376;3706;;24221812020;0
Зарайское;д;3701400008901;155376;3720;;24221812020;0
Заскочиха;д;3701400009000;155372;3706;;24221836036;0
Затеиха;д;3701400009100;;3706;;24221812001;0
Илья-Высоково;с;3701400009300;155375;3706;;24221816001;0
Иваниха;д;3701400009500;155382;3706;;24221844014;0
Ильинское;д;3701400009600;155375;3706;;24221816004;0
Инаиха;д;3701400009700;155371;3706;;24221816026;0
Камешки Большие;д;3701400009800;;3706;;24221844050;0
Кандаурово;с;3701400009900;155372;3706;;24221836037;0
Короваево;д;3701400010000;155362;3706;;24221816029;0
Карпиха;д;3701400010100;155376;3706;;24221812021;0
Кашино;д;3701400010200;155372;3706;;24221836038;0
Климушино Большое;д;3701400010400;155360;3706;;24221816027;0
Кобылино;д;3701400010600;155372;3706;;24221836039;0
Комарово;д;3701400010800;155384;3706;;24221844051;0
Кондратово;д;3701400011000;155382;3706;;24221844015;0
Копосиха;д;3701400011100;155373;3706;;24221836012;0
Копосиха;д;3701400011200;155382;3706;;24221844016;0
Кораблево;д;3701400011300;155371;3706;;24221816028;0
Косолапиха;д;3701400011400;155360;3706;;24221816030;0
Косяково;д;3701400011500;155372;3706;;24221836040;0
Кошелево;д;3701400011600;155381;3706;;24221844052;0
Красная Гора;д;3701400011800;155382;3706;;24221844017;0
Крестьяновская;д;3701400012000;155381;3706;;24221844053;0
Круглово;д;3701400012200;155372;3706;;24221836041;0
Круглово;д;3701400012300;155382;3706;;24221844018;0
Крупино;д;3701400012400;155362;3706;;24221816031;0
Крутцы;д;3701400012500;155381;3706;;24221844054;0
Крутцы;д;3701400012600;155376;3706;;24221812022;0
Кузьминская;д;3701400012800;155376;3706;;24221812023;0
Кулижново;д;3701400012900;155384;3706;;24221844055;0
Курдумово;д;3701400013000;155381;3706;;24221844056;0
Лежебоково;д;3701400013100;155376;3706;;24221812024;0
Леонидово;д;3701400013200;155384;3706;;24221844058;0
Летнево;д;3701400013300;155381;3706;;24221844057;0
Лисино;д;3701400013400;155376;3706;;24221812025;0
Лисиха;д;3701400013500;155371;3706;;24221816032;0
Листье;с;3701400013600;155384;3706;;24221844059;0
Лихуниха;д;3701400013700;;3706;;24221816033;0
Лодыгино;д;3701400013800;155373;3706;;24221836014;0
Луговое Большое;д;3701400013900;155381;3706;;24221844060;0
Луговое;д;3701400014000;155362;3706;;24221816034;0
Лужинки;с;3701400014100;155371;3706;;24221816035;0
Лукино;д;3701400014200;155382;3706;;24221844019;0
Лукинская;д;3701400014300;155373;3706;;24221836015;0
Луконино;д;3701400014400;155384;3706;;24221844061;0
Льгово;д;3701400014500;;3706;;24221816036;0
Лямтюгино;д;3701400014600;155381;3706;;24221844062;0
Протасиха Малая;д;3701400014700;155362;3706;;24221816050;0
Манино;д;3701400014900;155384;3706;;24221844063;0
Марищи;д;3701400015100;155384;3706;;24221844064;0
Марковская;д;3701400015200;155362;3706;;24221816037;0
Марковская;д;3701400015300;155373;3706;;24221836016;0
Маслово;д;3701400015400;155373;3706;;24221836017;0
Матасиха;д;3701400015500;155376;3706;;24221812026;0
Медведки;д;3701400015600;155370;3706;;24221812004;0
Медведково;д;3701400015700;155384;3706;;24221844065;0
Медвежье;д;3701400015800;155372;3706;;24221836042;0
Мельничное;д;3701400015900;155375;3706;;24221816005;0
Мехово;д;3701400016000;;3706;;24221836018;0
Мизгириха;д;3701400016199;155371;3720;;24221828010;0
