name;socr;code;index;gninmb;uno;ocatd
Пионерская;ул;37007002000009000;155831;3703;;24211504000
Привокзальный;пер;37007002000009100;155831;3703;;24211504000
Пригородная;ул;37007002000009200;155830;3703;;24211504000
Промышленная;ул;37007002000009300;155830;3703;;24211504000
Пушкина;пер;37007002000009400;155831;3703;;24211504000
1 Пятилетка;ул;37007002000009500;155830;3703;;24211504000
3 Пятилетка;ул;37007002000009600;155830;3703;;24211504000
4 Пятилетка;ул;37007002000009700;155831;3703;;24211504000
Рабочий поселок;ул;37007002000009800;155831;3703;;24211504000
Родниковский;пер;37007002000009900;155830;3703;;24211504000
Садовая;ул;37007002000010000;155831;3703;;24211504000
Свердлова;ул;37007002000010100;155830;3703;;24211504000
Семашко;пер;37007002000010200;155831;3703;;24211504000
Серова;ул;37007002000010300;155831;3703;;24211504000
Смычка;ул;37007002000010400;155830;3703;;24211504000
Советская;ул;37007002000010500;155830;3703;;24211504000
Сокольский;пер;37007002000010600;155831;3703;;24211504000
Сосневский;пер;37007002000010700;155831;3703;;24211504000
Сосновая;ул;37007002000010800;155831;3703;;24211504000
Социалистическая;ул;37007002000010900;155830;3703;;24211504000
Сочинский;пер;37007002000011000;155830;3703;;24211504000
Союзный;пер;37007002000011100;155830;3703;;24211504000
Сперанского;ул;37007002000011200;155830;3703;;24211504000
Спортивная;ул;37007002000011300;155830;3703;;24211504000
Спортивный;пер;37007002000011400;155830;3703;;24211504000
Спутник;ул;37007002000011500;;3703;;24211504000
Степанова;пер;37007002000011600;155830;3703;;24211504000
Строительства;ул;37007002000011700;155831;3703;;24211504000
Сухумский;пер;37007002000011800;155830;3703;;24211504000
Ульянова;ул;37007002000011900;155830;3703;;24211504000
Фадеева;ул;37007002000012000;;3703;;24211504000
23 Февраля;пер;37007002000012100;155830;3703;;24211504000
Физкультурный;пер;37007002000012200;155831;3703;;24211504000
Фрунзе;ул;37007002000012300;155830;3703;;24211504000
Чайковского;пер;37007002000012400;155830;3703;;24211504000
Чапаева;ул;37007002000012500;155830;3703;;24211504000
Чехова;ул;37007002000012600;155830;3703;;24211504000
Чкалова;ул;37007002000012700;155830;3703;;24211504000
Шевченко;ул;37007002000012800;155831;3703;;24211504000
Школьный;пер;37007002000012900;155830;3703;;24211504000
Энгельса;ул;37007002000013000;155830;3703;;24211504000
Юбилейная;ул;37007002000013100;155831;3703;;24211504000
Южная;ул;37007002000013200;155831;3703;;24211504000
Ялтинский;пер;37007002000013300;155830;3703;;24211504000
Ярославская;ул;37007002000013400;155831;3703;;24211504000
Лесное;п;37007002000013500;;3703;;24211504000
Базарная Площадь;пл;37007002000013600;155830;3703;;24211504000
Больничный городок;ул;37007002000013700;;3703;;24211504000
Полевой;пер;37007002000013800;;3703;;24211504000
Рассолиха;х;37007002000013900;155830;3703;;24211504000
СТ К/С 1 АО Навтекс;сад;37007002000014099;155830;3703;;24211504000
СТ Коллективный сад 3;сад;37007002000014151;155831;3703;;24211504000
СТ Коллективный сад 4;сад;37007002000014251;155831;3703;;24211504000
СТ 10;сад;37007002000014351;155830;3703;;24211504000
СТ Коллективный сад 5;сад;37007002000014451;155831;3703;;24211504000
СТ Коллективный сад 7;сад;37007002000014551;155830;3703;;24211504000
СТ Коллективный сад 8;сад;37007002000014651;155830;3703;;24211504000
СТ Коллективный сад 9;сад;37007002000014751;155830;3703;;24211504000
СТ Волжское;сад;37007002000014851;155830;3703;;24211504000
СТ Дачное;сад;37007002000014999;155830;3703;;24211504000
СТ Садовник;сад;37007002000015051;155830;3703;;24211504000
СТ Коллективный сад 11;сад;37007002000015151;155830;3703;;24211504000
СТ Коллектиный сад 6;сад;37007002000015251;155831;3703;;24211504000
СТ Коллективный сад 1;сад;37007002000015351;155830;3703;;24211504000
СТ Коллективный сад 12;сад;37007002000015451;155830;3703;;24211504000
СТ Урожай;сад;37007002000015551;155830;3703;;24211504000
Нива;снт;37007002000015600;155830;3703;;24211504000
Губернаторская;ул;37007002000015700;155830;3703;;24211504000
Транспортник;снт;37007002000015851;155830;3703;;24211504000
Лесное-2;снт;37007002000015951;155830;3703;;24211504000
Лесное;снт;37007002000016051;155830;3703;;24211504000
Отдых;снт;37007002000016151;155830;3703;;24211504000
Отдых-4;снт;37007002000016251;155821;3703;;24211504000
Отдых-2;снт;37007002000016351;155830;3703;;24211504000
Волна;снт;37007002000016451;155830;3703;;24211504000
Текстильщик;снт;37007002000016551;155830;3703;;24211504000
Текстильщик-2;снт;37007002000016651;155830;3703;;24211504000
Радуга;снт;37007002000016751;155831;3703;;24211504000
Поликоровец-6;снт;37007002000016899;155830;3703;;24211504000
Солнечная;ул;37007002000016900;155830;3703;;24211504000
Швейник;снт;37007002000017000;155830;3703;;24211504000
Колосок;снт;37007002000017100;155830;3703;;24211504000
Коллективный сад N2 жителей г. Наволоки;снт;37007002000017200;155830;3703;;24211504000
хутор Пригородный;ул;37007002000017300;155830;3703;;24211504000
поселок Алексино;ул;37007002000017400;155830;3703;;24211504000
СТ Коллективный сад 10;тер. СНТ;37007002000017500;155830;3703;;24211504000
СТ Урожай;тер. СНТ;37007002000017600;155830;3703;;24211504000
СТ Садовник;тер. СНТ;37007002000017700;155830;3703;;24211504000
СТ Коллективный сад 6;тер. СНТ;37007002000017800;155831;3703;;24211504000
СТ Коллективный сад 9;тер. СНТ;37007002000017900;155830;3703;;24211504000
СТ Коллективный сад 8;тер. СНТ;37007002000018000;155830;3703;;24211504000
СТ Коллективный сад 7;тер. СНТ;37007002000018100;155830;3703;;24211504000
СТ Коллективный сад 5;тер. СНТ;37007002000018200;155831;3703;;24211504000
СТ Коллективный сад 4;тер. СНТ;37007002000018300;155831;3703;;24211504000
СТ Коллективный сад 3;тер. СНТ;37007002000018400;155831;3703;;24211504000
СТ Коллективный сад 12;тер. СНТ;37007002000018500;155830;3703;;24211504000
СТ Коллективный сад 11;тер. СНТ;37007002000018600;155830;3703;;24211504000
СТ Коллективный сад 1;тер. СНТ;37007002000018700;155830;3703;;24211504000
СТ Волжское;тер. СНТ;37007002000018800;155830;3703;;24211504000
Дружбы;ул;37007002000018900;155830;3703;;24211504000
Константина Паустовского;ул;37007002000019000;155830;3703;;24211504000
Ивана Колошина;ул;37007002000019100;155830;3703;;24211504000
Марии Виноградовой;ул;37007002000019200;155830;3703;;24211504000
Михаила Мазурина;ул;37007002000019300;155830;3703;;24211504000
Приозерный;снт;37008000000000100;155150;3704;;24213000000
Дорожник;снт;37008000000000200;155150;3704;;24213000000
Фабрики 8 Марта;снт;37008000000000300;155150;3704;;24213000000
Пригородное;снт;37008000000000400;155150;3704;;24213000000
Зодиак;снт;37008000000000500;155150;3704;;24213000000
Кранэлектроаппарат;снт;37008000000000600;155150;3704;;24213000000
19 Ноября;ул;37008000025000100;155150;3704;;24213830000
Калинина;ул;37008000025000200;155150;3704;;24213830000
Ленина;ул;37008000025000300;;3704;;24213830000
Маевка;ул;37008000025000400;;3704;;24213830000
Новая;ул;37008000025000500;;3704;;24213830000
Первомайская;ул;37008000025000600;155160;3704;;24213830000
Щербакова;ул;37008000036000100;155136;3704;;24213833002
Центральная;ул;37008000040000100;155142;3704;;24213815002
Новая;ул;37008000040000200;155142;3704;;24213815002
Молодежная;ул;37008000040000300;155142;3704;;24213815002
1-я;линия;37008000046000100;155140;3704;;24213815001
2-я;линия;37008000046000200;155140;3704;;24213815001
26 км;ст;37008000046000300;155140;3704;;24213815001
3-я;линия;37008000046000400;155140;3704;;24213815001
4-я;линия;37008000046000500;155140;3704;;24213815001
Базарная;ул;37008000046000600;155140;3704;;24213815001
Боевиков;ул;37008000046000700;155140;3704;;24213815001
Болотная;ул;37008000046000800;155140;3704;;24213815001
Депутатская;ул;37008000046000900;155140;3704;;24213815001
Железнодорожная;ул;37008000046001000;155140;3704;;24213815001
Заводская;ул;37008000046001100;155140;3704;;24213815000
Зеленая;ул;37008000046001200;155140;3704;;
Ивановская;ул;37008000046001300;155140;3704;;
Калинина;ул;37008000046001400;155140;3704;;24213815001
Карьерная;ул;37008000046001500;155140;3704;;24213815001
Кирова;ул;37008000046001600;155140;3704;;
Клубная;ул;37008000046001700;155140;3704;;24213815000
Коммунальная;ул;37008000046001800;155140;3704;;24213815000
Комсомольская;ул;37008000046001900;155140;3704;;
Красноармейская;ул;37008000046002000;155140;3704;;
Крылова;ул;37008000046002100;155140;3704;;24213815001
Кулеберьевская;ул;37008000046002200;155140;3704;;24213815001
Лесная;ул;37008000046002300;155140;3704;;24213815001
Линейный;пер;37008000046002400;155140;3704;;
Национальная;ул;37008000046002500;155140;3704;;24213815001
Новая;ул;37008000046002600;155140;3704;;24213815001
Парижской Коммуны;ул;37008000046002700;155140;3704;;
Пионерская;ул;37008000046002800;155140;3704;;24213815001
Республиканская;ул;37008000046002900;155140;3704;;24213815001
Северная;ул;37008000046003000;155140;3704;;24213815001
Совхоз;ул;37008000046003100;155140;3704;;24213815001
Социалистическая;ул;37008000046003200;155140;3704;;24213815001
Спартаковская;ул;37008000046003300;155140;3704;;24213815001
Спортивная;ул;37008000046003400;155140;3704;;
Станционная;ул;37008000046003500;155140;3704;;24213815001
Тейковская;ул;37008000046003600;155140;3704;;
Торфяная;ул;37008000046003700;155140;3704;;24213815001
Центральная;ул;37008000046003800;155140;3704;;24213815000
Цеховская;ул;37008000046003900;155140;3704;;
Цеховая;ул;37008000046003903;155140;3704;;
Чапаева;ул;37008000046004000;155140;3704;;24213815001
Школьная;ул;37008000046004100;155140;3704;;24213815001
Южная;ул;37008000046004200;155140;3704;;24213815001
Подсобное х-во;ул;37008000046004300;;3704;;
Западная 1-я;ул;37008000055000100;155160;3704;;24213830000
Западная 2-я;ул;37008000055000200;155160;3704;;24213830000
19 Ноября;ул;37008000055000300;155160;3704;;24213830001
40 лет Октября;ул;37008000055000400;155160;3704;;24213830000
9 Мая;ул;37008000055000500;155160;3704;;24213830000
Новая;ул;37008000055000600;155160;3704;;24213830000
Гагарина;ул;37008000055000700;155160;3704;;24213830000
Гастелло;ул;37008000055000800;155160;3704;;24213830000
Жданова;ул;37008000055000900;155160;3704;;24213830001
Железнодорожная;ул;37008000055001000;155160;3704;;24213830000
Заводская;ул;37008000055001100;155160;3704;;24213830000
Зеленая;ул;37008000055001200;155160;3704;;24213830001
Красной Армии;ул;37008000055001300;155160;3704;;24213830000
Калинина;ул;37008000055001400;155160;3704;;24213830001
Ключевая;ул;37008000055001500;155160;3704;;24213830001
Комсомольская;ул;37008000055001600;155160;3704;;
Ленина;ул;37008000055001700;155160;3704;;24213830001
Маевка;ул;37008000055001800;155160;3704;;24213830001
Молодежная;ул;37008000055001900;;3704;;24213830000
Октябрьская;ул;37008000055002000;155160;3704;;24213830000
Привокзальная;ул;37008000055002100;155160;3704;;24213830000
Пролетарская;ул;37008000055002200;155160;3704;;24213830001
Первомайская;ул;37008000055002300;155160;3704;;24213830000
Почтовая;ул;37008000055002400;155160;3704;;24213830000
Пушкина;ул;37008000055002500;155160;3704;;24213830000
Садовая;ул;37008000055002600;155160;3704;;24213830000
Советская;ул;37008000055002700;155160;3704;;24213830000
Спортивная;ул;37008000055002800;155160;3704;;24213830000
Тельмана;ул;37008000055002900;155160;3704;;24213830000
Техническая;ул;37008000055003000;155160;3704;;24213830000
Жданова;ул;37008000058000100;;3704;;24213830000
8 Марта;снт;37008000061000100;155138;3704;;24213832021
1-я;линия;37008000062000199;155130;3704;;24213832001
2-я;линия;37008000062000299;155130;3704;;24213832001
Березовка;ул;37008000062000399;155130;3704;;24213832007
Больничная 2-я;ул;37008000062000400;155130;3704;;24213832007
Больничная;ул;37008000062000404;155130;3704;;24213832007
Больничная 1-я;ул;37008000062000500;155130;3704;;24213832007
Верхняя Березовка;ул;37008000062000600;155130;3704;;24213832007
Гоголя;ул;37008000062000700;155130;3704;;24213832007
Горького;ул;37008000062000800;155130;3704;;24213832007
Зарека 1-я;линия;37008000062000900;155130;3704;;24213832007
Зарека 2-я;линия;37008000062001000;155130;3704;;24213832007
Зарека 3-я;линия;37008000062001100;155130;3704;;24213832007
Зарека 4-я;линия;37008000062001200;155130;3704;;24213832007
Зеленая;ул;37008000062001300;155130;3704;;24213832007
Ивановская;ул;37008000062001400;155130;3704;;24213832007
Ивановская 2-я;ул;37008000062001500;155130;3704;;24213832007
Калинина 1-я;линия;37008000062001600;155130;3704;;24213832007
Калинина 2-я;линия;37008000062001700;155130;3704;;24213832007
Калинина 3-я;линия;37008000062001800;155130;3704;;24213832007
Калинина 4-я;линия;37008000062001900;155130;3704;;24213832007
Кирова;ул;37008000062002000;155130;3704;;24213832007
Клубная;ул;37008000062002100;155130;3704;;24213832007
Коллективная;ул;37008000062002200;155130;3704;;24213832007
Коммунистическая;ул;37008000062002300;155130;3704;;24213832007
Северный;снт;37008000062002400;155130;3704;;24213832007
Комсомольская;ул;37008000062002500;155130;3704;;24213832007
Красноармейская;ул;37008000062002600;155130;3704;;24213832007
Крестьянская;ул;37008000062002700;155130;3704;;24213832007
Ленина;ул;37008000062002800;155130;3704;;24213832007
Лесная;ул;37008000062002900;155130;3704;;24213832007
Луговая;ул;37008000062003000;155130;3704;;24213832007
Луначарского;ул;37008000062003100;155130;3704;;24213832007
Матросова;ул;37008000062003200;155130;3704;;24213832007
Межевая;ул;37008000062003300;155130;3704;;24213832007
Мира;ул;37008000062003400;155130;3704;;24213832007
Мичурина;ул;37008000062003500;155130;3704;;24213832007
Лесное;снт;37008000062003600;155130;3704;;24213832007
Некрасова;ул;37008000062003700;155130;3704;;24213832007
Новая;ул;37008000062003800;155130;3704;;24213832007
Октябрьская;ул;37008000062003900;155130;3704;;24213832007
Октябрьская 1-я;ул;37008000062003903;155130;3704;;24213832001
Октябрьская 2-я;ул;37008000062004000;155130;3704;;24213832007
Павлова;ул;37008000062004100;155130;3704;;24213832007
Первомайская;ул;37008000062004200;155130;3704;;24213832007
Первомайский 1-й;пер;37008000062004300;155130;3704;;24213832007
Первомайский 2-й;пер;37008000062004400;155130;3704;;24213832007
Пионерская;ул;37008000062004500;155130;3704;;24213832007
Подрека;ул;37008000062004600;155130;3704;;24213832007
Полевая;ул;37008000062004700;155130;3704;;24213832007
Пролетарская Слобода 3-я;линия;37008000062004800;155130;3704;;24213832007
Пролетарская Слобода 1-я;линия;37008000062004900;155130;3704;;24213832007
Пролетарская Слобода 2-я;линия;37008000062005000;155130;3704;;24213832007
Пушкина;ул;37008000062005100;155130;3704;;24213832007
Рабочая;ул;37008000062005200;155130;3704;;24213832007
Северная;ул;37008000062005300;155130;3704;;24213832007
Скороходова;ул;37008000062005400;155130;3704;;24213832007
Слободка;ул;37008000062005500;155130;3704;;24213832007
Советская;ул;37008000062005600;155130;3704;;24213832007
Советская;пл;37008000062005700;155130;3704;;24213832007
Социалистическая;ул;37008000062005800;155130;3704;;24213832007
Суворова;ул;37008000062005900;155130;3704;;24213832007
Тимирязева;ул;37008000062006000;155130;3704;;24213832007
Фабричная;ул;37008000062006100;155130;3704;;24213832007
Фрунзе;ул;37008000062006200;155130;3704;;24213832007
Чайковского;ул;37008000062006300;155130;3704;;24213832007
Чапаева;ул;37008000062006400;155130;3704;;24213832007
Шугаева;ул;37008000062006500;155130;3704;;24213832007
Молодежная;ул;37008000062006600;155130;3704;;24213832007
Садовая;ул;37008000062006700;155130;3704;;24213832007
Ярославская;ул;37008000062006800;155130;3704;;24213832007
Юбилейная;ул;37008000062006900;155130;3704;;24213832007
Ленинская;ул;37008000062007000;155130;3704;;24213832007
Центральная усадьба;ул;37008000062007100;155130;3704;;24213832007
Центральная усадьба;п;37008000062007103;155130;3704;;24213832001
Красная Слобода;ул;37008000062007200;155130;3704;;24213832007
Нижняя Березовка;ул;37008000062007300;155130;3704;;24213832007
Березовка Нижняя;ул;37008000062007304;155130;3704;;24213832007
Первомайская 1-я;линия;37008000062007400;155130;3704;;24213832007
Первомайская 2-я;линия;37008000062007500;155130;3704;;24213832007
Земледельческая;ул;37008000062007600;;3704;;24213832007
Урожай;снт;37008000062007700;155130;3704;;24213832007
Севереый;снт;37008000062007899;155130;3704;;24213832007
Слава;снт;37008000062007900;155130;3704;;24213832007
Солнечный;снт;37008000062008000;155130;3704;;24213832007
Рыскина;ул;37008000062008100;155130;3704;;24213832007
12 Марта;ул;37008000066000100;155136;3704;;24213833000
Заводская;ул;37008000066000200;;3704;;24213833000
Индустриальная;ул;37008000066000300;155136;3704;;24213833000
Ленина;ул;37008000066000400;155136;3704;;24213833000
Октябрьская;ул;37008000066000500;155136;3704;;24213833000
Первомайская;ул;37008000066000600;155136;3704;;24213833000
Полевая;ул;37008000066000700;155136;3704;;24213833000
Спортивная;ул;37008000066000800;155136;3704;;24213833000
Станционная;ул;37008000066000900;155136;3704;;24213833000
Строительная;ул;37008000066001000;155136;3704;;24213833000
Школьная;ул;37008000066001100;155136;3704;;24213833000
Советская;ул;37008000066001200;155136;3704;;24213833000
Майское;снт;37008000066001300;155136;3704;;24213833001
Зеленая;ул;37008000112000100;155150;3704;;24213830000
Ключевая;ул;37008000112000200;;3704;;24213830000
Ленина;ул;37008000112000300;;3704;;24213830000
Новая;ул;37008000112000400;;3704;;24213830000
Пионерская;ул;37008000112000500;;3704;;24213830000
Пролетарская;ул;37008000112000600;;3704;;24213830000
Советская;ул;37008000112000700;;3704;;24213830000
Тельмана;ул;37008000112000800;;3704;;24213830000
Гагарина;ул;37008000122000100;155150;3704;;24213824001
Зои Космодемьянской;ул;37008000122000200;155150;3704;;24213824001
Молодежная;ул;37008000122000300;155150;3704;;24213824001
Зеленая;ул;37008000122000400;155150;3704;;24213824001
40 лет Октября;ул;37008001000000100;;3704;;24213501000
50 лет ВЛКСМ;ул;37008001000000200;155150;3704;;24213501000
Вокзальный;пер;37008001000000300;;3704;;24213501000
Гагарина;ул;37008001000000400;155150;3704;;24213501000
Гастелло;ул;37008001000000500;155150;3704;;24213501000
Гоголя;ул;37008001000000600;155150;3704;;24213501000
Горького;ул;37008001000000700;155150;3704;;24213501000
Димитрова;ул;37008001000000800;155150;3704;;24213501000
ЖДВ;ул;37008001000000900;155150;3704;;24213501000
Железнодорожная 1-я;ул;37008001000001000;155150;3704;;24213501000
Железнодорожная 2-я;ул;37008001000001100;155150;3704;;24213501000
Зайцева;ул;37008001000001200;;3704;;24213501000
Западный;пер;37008001000001300;155150;3704;;24213501000
Индустриальная;ул;37008001000001400;155150;3704;;24213501000
Калинина;ул;37008001000001500;155150;3704;;24213501000
Кирова;ул;37008001000001600;155150;3704;;24213501000
Колганова;ул;37008001000001700;155150;3704;;24213501000
Колхозный;пер;37008001000001800;155150;3704;;24213501000
Комсомольская;ул;37008001000001900;155150;3704;;24213501000
Куйбышева;ул;37008001000002000;155150;3704;;24213501000
Льва Толстого;ул;37008001000002100;155150;3704;;24213501000
Ленина;ул;37008001000002200;155150;3704;;24213501000
Лермонтова;ул;37008001000002300;155150;3704;;24213501000
Линейный;пер;37008001000002400;155150;3704;;24213501000
Ломоносова;ул;37008001000002500;155150;3704;;24213501000
Луговая;ул;37008001000002600;155150;3704;;24213501000
Луговой;пер;37008001000002700;155150;3704;;24213501000
Луговой 2-й;пер;37008001000002800;155150;3704;;24213501000
Люлина;ул;37008001000002900;155150;3704;;24213501000
8 Марта;ул;37008001000003000;155150;3704;;24213501000
Матросова;ул;37008001000003100;155150;3704;;24213501000
9 Мая;ул;37008001000003200;155150;3704;;24213501000
Маяковского;ул;37008001000003300;155150;3704;;24213501000
Миловская;ул;37008001000003400;155150;3704;;24213501000
Миловский;пер;37008001000003500;155150;3704;;24213501000
Некрасова;ул;37008001000003600;155150;3704;;24213501000
Некрасовский;пер;37008001000003700;155150;3704;;24213501000
Некрасова;пер;37008001000003701;155150;3704;;24213501000
Октябрьская;ул;37008001000003800;155150;3704;;24213501000
Островского;ул;37008001000003900;155150;3704;;24213501000
Павлова;ул;37008001000004000;155150;3704;;24213501000
Панфилова;ул;37008001000004100;155150;3704;;24213501000
Первомайская;ул;37008001000004200;;3704;;24213501000
Пионерская;ул;37008001000004300;155150;3704;;24213501000
Попова;ул;37008001000004400;155150;3704;;24213501000
Почтовый;пер;37008001000004500;155150;3704;;24213501000
Пушкина;ул;37008001000004600;155150;3704;;24213501000
Рыночный;пер;37008001000004700;155150;3704;;24213501000
Садовая;ул;37008001000004800;155150;3704;;24213501000
Свердлова;ул;37008001000004900;;3704;;24213501000
Северная;ул;37008001000005000;155150;3704;;24213501000
Советская;ул;37008001000005100;155150;3704;;24213501000
Спортивная;ул;37008001000005200;155150;3704;;24213501000
Тейковская 1-я;ул;37008001000005300;155150;3704;;24213501000
Тейковская 2-я;ул;37008001000005400;155150;3704;;24213501000
Тейковский;пер;37008001000005500;155150;3704;;24213501000
Текстильная;ул;37008001000005600;155150;3704;;24213501000
Тельмана;ул;37008001000005700;155150;3704;;24213501000
Торговый;пер;37008001000005800;155150;3704;;24213501000
Транспортная;ул;37008001000005900;155150;3704;;24213501000
Транспортный;пер;37008001000006000;155150;3704;;24213501000
Фабричная;ул;37008001000006100;155150;3704;;24213501000
Фабричный;пер;37008001000006200;155150;3704;;24213501000
Фрунзе;ул;37008001000006300;155150;3704;;24213501000
Фурманова;ул;37008001000006400;155150;3704;;24213501000
Лизы Чайкиной;ул;37008001000006500;155150;3704;;24213501000
Чайковского;ул;37008001000006600;155150;3704;;24213501000
Чапаева;ул;37008001000006700;155150;3704;;24213501000
Чехова;ул;37008001000006800;155150;3704;;24213501000
Чкалова;ул;37008001000006900;155150;3704;;24213501000
Школьный;пер;37008001000007000;155150;3704;;24213501000
Энерготехническая;ул;37008001000007100;155150;3704;;24213501000
9 Января;ул;37008001000007200;155150;3704;;24213501000
Западная;ул;37008001000007300;155150;3704;;24213501000
Линейная;ул;37008001000007400;155150;3704;;24213501000
Окружная;ул;37008001000007500;155150;3704;;24213501000
Привокзальная;пл;37008001000007600;155150;3704;;24213501000
Родничок;снт;37008001000007700;155150;3704;;24213501000
Весна;снт;37008001000007800;155150;3704;;24213501000
Текстильщик;снт;37008001000007900;155150;3704;;24213501000
Энергетик;снт;37008001000008000;155150;3704;;24213501000
Аграрник;снт;37008001000008100;155150;3704;;24213501000
ИвГРЭС N 4;снт;37008001000008200;155150;3704;;24213501000
ИвГРЭС-5;снт;37008001000008300;155150;3704;;24213501000
КЭА-1;снт;37008001000008400;155150;3704;;24213501000
Писцовское шоссе;ул;37008001000008500;155150;3704;3714;24213501000
Миловская 2-я;ул;37008001000008600;155150;3704;;24213501000
гаражный кооператив ДПМК;тер;37008001000008700;155150;3704;;24213501000
гаражный кооператив Техник;тер;37008001000008800;155150;3704;;24213501000
гаражный кооператив Политехник;тер;37008001000008900;155150;3704;;24213501000
Надежда;снт;37009000000000100;155120;3711;;24214000000
Петушок;снт;37009000000000200;155120;3711;;24214000000
Родник;снт;37009000000000300;155120;3711;;24214000000
Ручеек;снт;37009000000000400;155120;3711;;24214000000
Лесное;снт;37009000000000599;155120;3711;;24214000000
Вишневое;снт;37009000000000600;155120;3711;;24214000000
Вязьма;снт;37009000000000799;155120;3711;;24214000000
Газовик;снт;37009000000000800;155120;3711;;24214000000
Колосок;снт;37009000000000999;155120;3711;;24214000000
Солнечный;снт;37009000000001099;155120;3711;;24214000000
Стимул;снт;37009000000001199;155120;3711;;24214000000
Урожай;снт;37009000000001200;155120;3711;;24214000000
Чернцкая поляна;снт;37009000000001300;155120;3711;;24214000000
Швейник-2;снт;37009000000001400;155120;3711;;24214000000
Газовик-1;снт;37009000000001500;155120;3711;;24214000000
Камвольщик;снт;37009000000001600;155120;3711;;24214000000
Ясная поляна;снт;37009000000001799;155120;3711;;24214000000
Березка;снт;37009000000001899;155120;3711;;24214000000
Строчея;снт;37009000000001900;155120;3711;;24214000000
Газовик-2;снт;37009000000002000;155120;3711;;24214000000
Медик;снт;37009000000002199;155120;3711;;24214000000
Чистые пруды;снт;37009000000002200;155120;3711;;24214000000
Авиатор;снт;37009000000002399;155120;3711;;24214000000
Авиатор-2;снт;37009000000002499;155120;3711;;24214000000
Автомобилист;снт;37009000000002599;155120;3711;;24214000000
Дружба;снт;37009000000002699;155120;3711;;24214000000
Надежда-5;снт;37009000000002799;155120;3711;;24214000000
Якорь;снт;37009000000002800;155120;3711;;24214000000
Профилактика;снт;37009000000002999;155120;3711;;24214000000
Темп;снт;37009000000003000;155120;3711;;24214000000
Швейник;снт;37009000000003100;155120;3711;;24214000000
Скоково;днп;37009000000003200;155126;3711;;24214815009
ДНП Скоково;днп;37009000000003201;155126;3711;;24214815009
Владимирская (Скоково днп);ул;37009000000003300;155126;3711;;24214815009
Васильковая (Скоково днп);ул;37009000000003400;155126;3711;;24214815009
Цветочная (Скоково днп);ул;37009000000003500;155126;3711;;24214815009
Никольская (Скоково днп);ул;37009000000003600;155126;3711;;24214815009
Лесная (Скоково днп);ул;37009000000003700;155126;3711;;24214815009
Полевая (Скоково днп);ул;37009000000003800;155126;3711;;24214815009
Зеленая (Скоково днп);ул;37009000000003900;155126;3711;;24214815009
Дачная (Скоково днп);ул;37009000000004000;155126;3711;;24214815009
Валентина Гамзина (Скоково днп);ул;37009000000004100;155126;3711;;24214815009
Востра;зона;37009000000004200;153535;3711;;24214815003
Северная промышленная зона;тер;37009000000004300;155120;3711;;24214830000
СТ Бережок;тер;37009000000004400;155110;3711;;24214860003
СТ Мечта;тер;37009000000004500;155110;3711;;24214860003
СТ Поляна;тер;37009000000004600;155110;3711;;24214860005
СТ Ручеек;тер;37009000000004700;155110;3711;;24214860005
СТ Околица;тер;37009000000004800;155110;3711;;24214860005
СТ Здоровье;тер;37009000000004900;155110;3711;;24214860005
СТ Чистые пруды;тер;37009000000005000;155110;3711;;24214860003
Романовское подворье (Златоуст);тер;37009000000005100;;3711;;24214870000
Промышленная зона N1 (Чернцы);тер;37009000000005200;;3711;;24214870000
Профилактика;тер. СНТ;37009000005000100;155120;3711;;24214830033
Ломы;снт;37009000007000100;153535;3711;;24214815003
Вязьма;тер. СНТ;37009000009000100;155111;3711;;24214830000
Надежда;снт;37009000025000100;155125;3711;;24214870002
Солнечный;тер. СНТ;37009000026000100;155122;3711;;24214810005
Молодежная;ул;37009000027000100;155122;3711;;24214810001
Новая;ул;37009000027000200;155122;3711;;24214810001
Полевая;ул;37009000027000300;155122;3711;;24214810001
Светлая;ул;37009000027000400;155122;3711;;24214810001
Центральная;ул;37009000027000500;;3711;;24214810001
Центральный;пер;37009000027000600;155122;3711;;24214810001
Строитель;снт;37009000030000100;155116;3711;;24214865005
Солнышко;снт;37009000031000100;155120;3711;;24214830007
Авиатор-2;снт;37009000031000200;155120;3711;;24214830007
Пчелка;тер. СНТ;37009000031000300;155120;3711;;24214830007
Дружба;снт;37009000036000100;155120;3711;;24214830009
Радуга;тер. СНТ;37009000036000200;155120;3711;;24214830009
Приречный;тер. СНТ;37009000036000300;155120;3711;;24214830009
Лесная дача;снт;37009000038000100;155120;3711;;24214830010
СТ Искож;тер;37009000050000100;155110;3711;;24214860005
Молодежный;мкр;37009000055000100;155111;3711;;24214830013
Ясная поляна;снт;37009000057000100;155111;3711;;24214830014
Домостроитель;тер. СНТ;37009000057000200;155111;3711;;24214830014
Мальцево-2;тер. СНТ;37009000057000300;155111;3711;;24214830014
Медтехника;снт;37009000058000100;155120;3711;;24214830015
Виктория;снт;37009000061000100;155101;3711;;24214835010
Новая;ул;37009000062000100;155101;3711;;24214835011
Центральная;ул;37009000062000200;155101;3711;;24214835011
Зеленая;ул;37009000062000300;155101;3711;;24214835011
Молодежная;ул;37009000062000400;155101;3711;;24214835011
Полевая;ул;37009000062000500;155101;3711;;24214835011
Урожайная;ул;37009000062000600;155101;3711;;24214835011
Петушок;снт;37009000063000100;155116;3711;;24214865012
Надежда-5;снт;37009000065000100;155120;3711;;24214830017
